Fiscal Year,Fund Class,Fund,Cost Center,Description,Type,Object Code,Description,Budget-Mayor's Recommended,Budget-Council Approved
2014,GENERAL FUND                  ,GENERAL FUND                  ,672001,HOME ADMINISTRATION           ,XP,2195,EMPLOYEE INSURANCE            ,16509,16509
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,RV,1955,OTHER INTERFUND REIMBURSEMENT ,10000,10000
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,211101,EXECUTIVE ANNUAL BASE PAY     ,325056,325056
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,211102,EXECUTIVE LONGEVITY PAY       ,2800,2800
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,214101,OP/MAINT ANNUAL BASE PAY      ,8784,8784
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,214102,OP/MAINT LONGEVITY PAY        ,184,184
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2143,OP/MAINT OVERTIME PAY         ,3396,3396
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2148,OP/MAINT SNOW FIGHTERS        ,100,100
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2173,Annual Cash Conversion        ,2436,2436
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,219110,EMPLOYEE BENEFITS-FICA        ,25774,25774
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,219114,DEFERRED BENEFIT 401K         ,64,64
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,219115,EMPL BENEFITS-STATE RET.NON.CT,58252,58252
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,219118,Emp.Benefits 501C9 OPEB       ,3384,3384
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2195,EMPLOYEE INSURANCE            ,65649,65649
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,219901,Salary Contingency Budget     ,-45715,-45715
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2212,TECHNICAL BOOKS               ,276,276
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2221,STATIONERY SUPPLIES           ,2208,2208
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2222,SPECIAL FORMS                 ,252,252
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,222310,COPY CENTER CHARGES           ,384,384
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2224,POSTAGE                       ,384,384
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2225,COMPUTER SUPPLIES             ,612,612
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2267,PAINT & PAINTING SUPPLIES     ,4104,4104
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2268,CARPENTRY SUPPLIES            ,13248,13248
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2272,PLUMBING SUPPLIES             ,20424,20424
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2273,ELECTRICAL SUPPLIES           ,41952,41952
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2274,JANITORIAL SUPPLIES           ,6624,6624
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2275,LAUNDRY & LINEN SUPPLIES      ,12144,12144
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2276,TREES PLANTS & SHRUBS         ,1104,1104
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2278,GROUNDS SUPPLIES              ,1320,1320
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,228202,Asphalt Oil-CSS1H Overlay/Ptch,2340,2340
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2285,SALT                          ,3816,3816
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2287,MECHANICAL SYSTEMS SUPPLIES   ,17664,17664
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2292,CHEMICALS                     ,504,504
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2295,SAFETY EQUIPMENT              ,996,996
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2296,LICENSE & TAGS / CERTIFICATES ,108,108
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2297,TRAIN & EDUC EQUIP & MATERIAL ,552,552
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2298,SMALL TOOLS & EQUIPMENT       ,6794,6794
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2331,ELECTRICAL POWER              ,119000,119000
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,233201,NATURAL GAS                   ,-76225,-76225
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2333,WATER                         ,70890,70890
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2334,ESCO Utility Payment          ,-1546,-1546
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,233606,Telephone - Cell Phones       ,8004,8004
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2340,MICRO COMPUTER MAINT CONTRACTS,1764,1764
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2341,OFFICE EQUIPMENT MC'S         ,60,60
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2346,JANITORIAL SERVICE MC S       ,319994,319994
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2347,BUILDING MAINTENANCE CONTRACTS,37010,37010
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2349,OTHER MC'S                    ,33120,33120
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2350,BLDG & HOUSING REPAIR & MAINT ,1732,1732
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2370,PRINTING CHARGES              ,1104,1104
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2383,BUILDING SECURITY             ,243773,243773
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,239001,FLEET FUEL                    ,23519,23519
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2396,WASTE DISPOSAL                ,55500,55500
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2399,OTHER CONTRACTUAL PAYMENTS    ,2004,2004
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2513,EQUIPMENT RENTAL              ,1656,1656
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2521,EMP. MEAL ALLOWANCE           ,660,660
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2522,MEMBERSHIPS                   ,552,552
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,254901,WORKER'S COMPENSATION PREMIUM ,-12900,-12900
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,254902,UNEMPLOYMENT COMP. PREMIUM    ,6624,6624
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,254914,WORKER'S COMP. MEDICAL        ,5520,5520
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,254970,Occ Hlth Clinic Charges       ,660,660
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,2565,ADMINISTRATIVE FEES           ,24,24
2014,GENERAL FUND                  ,GENERAL FUND                  ,700091,FACILITY SERVICES             ,XP,291011,TRANSFER TO DEBT SERVICE FUND ,1546,1546
2014,GENERAL FUND                  ,GENERAL FUND                  ,700092,Library Parking Structure     ,RV,1754,AUTO PARKING                  ,190000,195700
2014,GENERAL FUND                  ,GENERAL FUND                  ,700092,Library Parking Structure     ,XP,211101,EXECUTIVE ANNUAL BASE PAY     ,11424,11424
2014,GENERAL FUND                  ,GENERAL FUND                  ,700092,Library Parking Structure     ,XP,211102,EXECUTIVE LONGEVITY PAY       ,300,300
2014,GENERAL FUND                  ,GENERAL FUND                  ,700092,Library Parking Structure     ,XP,214101,OP/MAINT ANNUAL BASE PAY      ,4392,4392
2014,GENERAL FUND                  ,GENERAL FUND                  ,700092,Library Parking Structure     ,XP,214102,OP/MAINT LONGEVITY PAY        ,156,156
2014,GENERAL FUND                  ,GENERAL FUND                  ,700092,Library Parking Structure     ,XP,2148,OP/MAINT SNOW FIGHTERS        ,200,200
2014,GENERAL FUND                  ,GENERAL FUND                  ,700092,Library Parking Structure     ,XP,219110,EMPLOYEE BENEFITS-FICA        ,1262,1262
2014,GENERAL FUND                  ,GENERAL FUND                  ,700092,Library Parking Structure     ,XP,219114,DEFERRED BENEFIT 401K         ,126,126
2014,GENERAL FUND                  ,GENERAL FUND                  ,700092,Library Parking Structure     ,XP,219115,EMPL BENEFITS-STATE RET.NON.CT,2844,2844
2014,GENERAL FUND                  ,GENERAL FUND                  ,700092,Library Parking Structure     ,XP,219118,Emp.Benefits 501C9 OPEB       ,204,204
2014,GENERAL FUND                  ,GENERAL FUND                  ,700092,Library Parking Structure     ,XP,2195,EMPLOYEE INSURANCE            ,3588,3588
2014,GENERAL FUND                  ,GENERAL FUND                  ,700092,Library Parking Structure     ,XP,2350,BLDG & HOUSING REPAIR & MAINT ,39040,39040
2014,GENERAL FUND                  ,GENERAL FUND                  ,700093,C&C/Library Boiler Room       ,RV,1316,LIBRARY REIMBURSEMENT         ,576500,452000
2014,GENERAL FUND                  ,GENERAL FUND                  ,700093,C&C/Library Boiler Room       ,RV,179204,Tenant Utility Reimbursement  ,74200,74200
2014,GENERAL FUND                  ,GENERAL FUND                  ,700093,C&C/Library Boiler Room       ,XP,211101,EXECUTIVE ANNUAL BASE PAY     ,11424,11424
2014,GENERAL FUND                  ,GENERAL FUND                  ,700093,C&C/Library Boiler Room       ,XP,211102,EXECUTIVE LONGEVITY PAY       ,300,300
2014,GENERAL FUND                  ,GENERAL FUND                  ,700093,C&C/Library Boiler Room       ,XP,214101,OP/MAINT ANNUAL BASE PAY      ,30768,30768
2014,GENERAL FUND                  ,GENERAL FUND                  ,700093,C&C/Library Boiler Room       ,XP,214102,OP/MAINT LONGEVITY PAY        ,1056,1056
2014,GENERAL FUND                  ,GENERAL FUND                  ,700093,C&C/Library Boiler Room       ,XP,2143,OP/MAINT OVERTIME PAY         ,1500,1500
2014,GENERAL FUND                  ,GENERAL FUND                  ,700093,C&C/Library Boiler Room       ,XP,2148,OP/MAINT SNOW FIGHTERS        ,1400,1400
2014,GENERAL FUND                  ,GENERAL FUND                  ,700093,C&C/Library Boiler Room       ,XP,219110,EMPLOYEE BENEFITS-FICA        ,3440,3440
2014,GENERAL FUND                  ,GENERAL FUND                  ,700093,C&C/Library Boiler Room       ,XP,219114,DEFERRED BENEFIT 401K         ,880,880
2014,GENERAL FUND                  ,GENERAL FUND                  ,700093,C&C/Library Boiler Room       ,XP,219115,EMPL BENEFITS-STATE RET.NON.CT,7770,7770
2014,GENERAL FUND                  ,GENERAL FUND                  ,700093,C&C/Library Boiler Room       ,XP,219118,Emp.Benefits 501C9 OPEB       ,708,708
2014,GENERAL FUND                  ,GENERAL FUND                  ,700093,C&C/Library Boiler Room       ,XP,2195,EMPLOYEE INSURANCE            ,9576,9576
2014,GENERAL FUND                  ,GENERAL FUND                  ,700093,C&C/Library Boiler Room       ,XP,2267,PAINT & PAINTING SUPPLIES     ,1104,1104
2014,GENERAL FUND                  ,GENERAL FUND                  ,700093,C&C/Library Boiler Room       ,XP,2272,PLUMBING SUPPLIES             ,2208,2208
2014,GENERAL FUND                  ,GENERAL FUND                  ,700093,C&C/Library Boiler Room       ,XP,2273,ELECTRICAL SUPPLIES           ,3312,3312
2014,GENERAL FUND                  ,GENERAL FUND                  ,700093,C&C/Library Boiler Room       ,XP,2275,LAUNDRY & LINEN SUPPLIES      ,2208,2208
2014,GENERAL FUND                  ,GENERAL FUND                  ,700093,C&C/Library Boiler Room       ,XP,2285,SALT                          ,1056,1056
2014,GENERAL FUND                  ,GENERAL FUND                  ,700093,C&C/Library Boiler Room       ,XP,2287,MECHANICAL SYSTEMS SUPPLIES   ,11040,11040
2014,GENERAL FUND                  ,GENERAL FUND                  ,700093,C&C/Library Boiler Room       ,XP,2292,CHEMICALS                     ,10500,10500
2014,GENERAL FUND                  ,GENERAL FUND                  ,700093,C&C/Library Boiler Room       ,XP,2299,OTHER MATERIAL & SUPPLIES     ,2616,2616
2014,GENERAL FUND                  ,GENERAL FUND                  ,700093,C&C/Library Boiler Room       ,XP,2300,C.S. APPROP. CONTROL FACTOR   ,323000,323000
2014,GENERAL FUND                  ,GENERAL FUND                  ,700093,C&C/Library Boiler Room       ,XP,2331,ELECTRICAL POWER              ,583164,583164
2014,GENERAL FUND                  ,GENERAL FUND                  ,700093,C&C/Library Boiler Room       ,XP,233201,NATURAL GAS                   ,275996,275996
2014,GENERAL FUND                  ,GENERAL FUND                  ,700093,C&C/Library Boiler Room       ,XP,2334,ESCO Utility Payment          ,-11450,-11450
2014,GENERAL FUND                  ,GENERAL FUND                  ,700093,C&C/Library Boiler Room       ,XP,2350,BLDG & HOUSING REPAIR & MAINT ,6540,6540
2014,GENERAL FUND                  ,GENERAL FUND                  ,700093,C&C/Library Boiler Room       ,XP,2521,EMP. MEAL ALLOWANCE           ,144,144
2014,GENERAL FUND                  ,GENERAL FUND                  ,700093,C&C/Library Boiler Room       ,XP,291011,TRANSFER TO DEBT SERVICE FUND ,11450,11450
2014,GENERAL FUND                  ,GENERAL FUND                  ,700094,Deferred Maintenance          ,XP,2700,CAPITAL EXPENDITURES          ,100000,100000
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,RV,1445,IMPOUND FEES                  ,490000,508130
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,RV,144505,Owner access-impounded vehicle,24000,24000
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,RV,1845,SALE OF VEHICLES              ,410000,410000
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,211101,EXECUTIVE ANNUAL BASE PAY     ,56556,56556
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,211102,EXECUTIVE LONGEVITY PAY       ,1500,1500
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,214101,OP/MAINT ANNUAL BASE PAY      ,144387,144387
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,2161,HOURLY PAY-SEASONAL EMPLOYEES ,138492,138492
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,2171,SPECIAL PAY-UNIFORM ALLOWANCE ,720,720
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,219110,EMPLOYEE BENEFITS-FICA        ,26131,26131
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,219115,EMPL BENEFITS-STATE RET.NON.CT,35005,35005
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,219118,Emp.Benefits 501C9 OPEB       ,3972,3972
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,2195,EMPLOYEE INSURANCE            ,37980,37980
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,222310,COPY CENTER CHARGES           ,1000,1000
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,2225,COMPUTER SUPPLIES             ,300,300
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,2231,GASOLINE AND OIL              ,500,500
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,2251,SPECIAL CLOTHING-FIRE/POLICE  ,3000,3000
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,2274,JANITORIAL SUPPLIES           ,500,500
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,2275,LAUNDRY & LINEN SUPPLIES      ,1300,1300
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,2278,GROUNDS SUPPLIES              ,1530,1530
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,2295,SAFETY EQUIPMENT              ,500,500
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,229501,SAFETY PROG./SAFE SHOES&GLASSE,500,500
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,2296,LICENSE & TAGS / CERTIFICATES ,300,300
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,2297,TRAIN & EDUC EQUIP & MATERIAL ,1500,1500
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,2299,OTHER MATERIAL & SUPPLIES     ,750,750
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,2329,OTHER PROFESSIONAL & TECH SERV,1000,1000
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,2333,WATER                         ,800,800
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,233301,SEWER                         ,200,200
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,233302,STORM WATER                   ,6000,6000
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,233606,Telephone - Cell Phones       ,1400,1400
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,239001,FLEET FUEL                    ,10000,10000
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,2395,TOWING SERVICE                ,150000,150000
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,2396,WASTE DISPOSAL                ,750,750
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,251303,OTHER OFFICE EQUIP RENTALS    ,500,500
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,2515,Porta-Potty Rentals           ,2000,2000
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,2521,EMP. MEAL ALLOWANCE           ,400,400
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,2524,MILEAGE                       ,100,100
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,254902,UNEMPLOYMENT COMP. PREMIUM    ,30000,30000
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,254914,WORKER'S COMP. MEDICAL        ,10000,10000
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,254970,Occ Hlth Clinic Charges       ,300,300
2014,GENERAL FUND                  ,GENERAL FUND                  ,700095,IMPOUND LOT                   ,XP,2565,ADMINISTRATIVE FEES           ,1000,1000
2014,GENERAL FUND                  ,GENERAL FUND                  ,700910,CITY & COUNTY BUILDING        ,RV,179202,Other Utility Reimbursement   ,17500,17500
2014,GENERAL FUND                  ,GENERAL FUND                  ,700910,CITY & COUNTY BUILDING        ,RV,1802,FACILITY RENTAL               ,3000,3111
2014,GENERAL FUND                  ,GENERAL FUND                  ,700910,CITY & COUNTY BUILDING        ,RV,1810,FOOD CONCESSIONS              ,6000,6000
2014,GENERAL FUND                  ,GENERAL FUND                  ,700910,CITY & COUNTY BUILDING        ,RV,1900,ADMINISTRATIVE FEES           ,96405,96405
2014,GENERAL FUND                  ,GENERAL FUND                  ,700910,CITY & COUNTY BUILDING        ,XP,214101,OP/MAINT ANNUAL BASE PAY      ,125532,125532
2014,GENERAL FUND                  ,GENERAL FUND                  ,700910,CITY & COUNTY BUILDING        ,XP,214102,OP/MAINT LONGEVITY PAY        ,1742,1742
2014,GENERAL FUND                  ,GENERAL FUND                  ,700910,CITY & COUNTY BUILDING        ,XP,2143,OP/MAINT OVERTIME PAY         ,1500,1500
2014,GENERAL FUND                  ,GENERAL FUND                  ,700910,CITY & COUNTY BUILDING        ,XP,219110,EMPLOYEE BENEFITS-FICA        ,9741,9741
2014,GENERAL FUND                  ,GENERAL FUND                  ,700910,CITY & COUNTY BUILDING        ,XP,219115,EMPL BENEFITS-STATE RET.NON.CT,22003,22003
2014,GENERAL FUND                  ,GENERAL FUND                  ,700910,CITY & COUNTY BUILDING        ,XP,219118,Emp.Benefits 501C9 OPEB       ,2256,2256
2014,GENERAL FUND                  ,GENERAL FUND                  ,700910,CITY & COUNTY BUILDING        ,XP,2195,EMPLOYEE INSURANCE            ,27714,27714
2014,GENERAL FUND                  ,GENERAL FUND                  ,700910,CITY & COUNTY BUILDING        ,XP,2350,BLDG & HOUSING REPAIR & MAINT ,3050,3050
2014,GENERAL FUND                  ,GENERAL FUND                  ,700910,CITY & COUNTY BUILDING        ,XP,2512,BUILDING RENTALS              ,256776,256776
2014,GENERAL FUND                  ,GENERAL FUND                  ,700911,PUBLIC SAFETY BUILDING 200 S  ,XP,2100,P.S. APPROP. CONTROL FACTOR   ,-125022,-125022
2014,GENERAL FUND                  ,GENERAL FUND                  ,700911,PUBLIC SAFETY BUILDING 200 S  ,XP,211101,EXECUTIVE ANNUAL BASE PAY     ,22536,22536
2014,GENERAL FUND                  ,GENERAL FUND                  ,700911,PUBLIC SAFETY BUILDING 200 S  ,XP,211102,EXECUTIVE LONGEVITY PAY       ,490,490
2014,GENERAL FUND                  ,GENERAL FUND                  ,700911,PUBLIC SAFETY BUILDING 200 S  ,XP,214101,OP/MAINT ANNUAL BASE PAY      ,97656,97656
2014,GENERAL FUND                  ,GENERAL FUND                  ,700911,PUBLIC SAFETY BUILDING 200 S  ,XP,214102,OP/MAINT LONGEVITY PAY        ,1376,1376
2014,GENERAL FUND                  ,GENERAL FUND                  ,700911,PUBLIC SAFETY BUILDING 200 S  ,XP,2143,OP/MAINT OVERTIME PAY         ,4776,4776
2014,GENERAL FUND                  ,GENERAL FUND                  ,700911,PUBLIC SAFETY BUILDING 200 S  ,XP,219110,EMPLOYEE BENEFITS-FICA        ,9338,9338
2014,GENERAL FUND                  ,GENERAL FUND                  ,700911,PUBLIC SAFETY BUILDING 200 S  ,XP,219115,EMPL BENEFITS-STATE RET.NON.CT,21104,21104
2014,GENERAL FUND                  ,GENERAL FUND                  ,700911,PUBLIC SAFETY BUILDING 200 S  ,XP,219118,Emp.Benefits 501C9 OPEB       ,2004,2004
2014,GENERAL FUND                  ,GENERAL FUND                  ,700911,PUBLIC SAFETY BUILDING 200 S  ,XP,2195,EMPLOYEE INSURANCE            ,15967,15967
2014,GENERAL FUND                  ,GENERAL FUND                  ,700911,PUBLIC SAFETY BUILDING 200 S  ,XP,2299,OTHER MATERIAL & SUPPLIES     ,33000,33000
2014,GENERAL FUND                  ,GENERAL FUND                  ,700911,PUBLIC SAFETY BUILDING 200 S  ,XP,2331,ELECTRICAL POWER              ,44000,44000
2014,GENERAL FUND                  ,GENERAL FUND                  ,700911,PUBLIC SAFETY BUILDING 200 S  ,XP,233201,NATURAL GAS                   ,115000,115000
2014,GENERAL FUND                  ,GENERAL FUND                  ,700911,PUBLIC SAFETY BUILDING 200 S  ,XP,2346,JANITORIAL SERVICE MC S       ,33000,33000
2014,GENERAL FUND                  ,GENERAL FUND                  ,700912,FLEET BUILDING                ,RV,1955,OTHER INTERFUND REIMBURSEMENT ,25000,25000
2014,GENERAL FUND                  ,GENERAL FUND                  ,700913,FIRE STATIONS                 ,XP,211101,EXECUTIVE ANNUAL BASE PAY     ,11268,11268
2014,GENERAL FUND                  ,GENERAL FUND                  ,700913,FIRE STATIONS                 ,XP,211102,EXECUTIVE LONGEVITY PAY       ,246,246
2014,GENERAL FUND                  ,GENERAL FUND                  ,700913,FIRE STATIONS                 ,XP,214101,OP/MAINT ANNUAL BASE PAY      ,191724,191724
2014,GENERAL FUND                  ,GENERAL FUND                  ,700913,FIRE STATIONS                 ,XP,214102,OP/MAINT LONGEVITY PAY        ,3912,3912
2014,GENERAL FUND                  ,GENERAL FUND                  ,700913,FIRE STATIONS                 ,XP,2148,OP/MAINT SNOW FIGHTERS        ,700,700
2014,GENERAL FUND                  ,GENERAL FUND                  ,700913,FIRE STATIONS                 ,XP,219110,EMPLOYEE BENEFITS-FICA        ,15900,15900
2014,GENERAL FUND                  ,GENERAL FUND                  ,700913,FIRE STATIONS                 ,XP,219113,EMPL BENEFITS-STATE RETIREMENT,2628,2628
2014,GENERAL FUND                  ,GENERAL FUND                  ,700913,FIRE STATIONS                 ,XP,219115,EMPL BENEFITS-STATE RET.NON.CT,33578,33578
2014,GENERAL FUND                  ,GENERAL FUND                  ,700913,FIRE STATIONS                 ,XP,219118,Emp.Benefits 501C9 OPEB       ,3468,3468
2014,GENERAL FUND                  ,GENERAL FUND                  ,700913,FIRE STATIONS                 ,XP,2195,EMPLOYEE INSURANCE            ,36834,36834
2014,GENERAL FUND                  ,GENERAL FUND                  ,700914,SANITATION/STREETS/MATERIALS L,XP,211101,EXECUTIVE ANNUAL BASE PAY     ,11268,11268
2014,GENERAL FUND                  ,GENERAL FUND                  ,700914,SANITATION/STREETS/MATERIALS L,XP,211102,EXECUTIVE LONGEVITY PAY       ,246,246
2014,GENERAL FUND                  ,GENERAL FUND                  ,700914,SANITATION/STREETS/MATERIALS L,XP,214101,OP/MAINT ANNUAL BASE PAY      ,14004,14004
2014,GENERAL FUND                  ,GENERAL FUND                  ,700914,SANITATION/STREETS/MATERIALS L,XP,214102,OP/MAINT LONGEVITY PAY        ,328,328
2014,GENERAL FUND                  ,GENERAL FUND                  ,700914,SANITATION/STREETS/MATERIALS L,XP,2148,OP/MAINT SNOW FIGHTERS        ,300,300
2014,GENERAL FUND                  ,GENERAL FUND                  ,700914,SANITATION/STREETS/MATERIALS L,XP,219110,EMPLOYEE BENEFITS-FICA        ,1999,1999
